token_uid,category_code,category_name,index,regkey_raw,title,definition,examples,wire_token,definition_id,wire_token_uniqueness,category+index_uniqueness
SIGSEMO00I,EMO,Emotion / Affective State,00I,SP:EMO:00I,Grief / Despair,"Intense sorrow, especially in response to a profound loss, often coupled with a sense of hopelessness. (High-intensity emo002)",grieving|despair|anguish|heartbroken,emo00i,823,TRUE,TRUE
SIGSEMO00J,EMO,Emotion / Affective State,00J,SP:EMO:00J,Terror / Panic,"An overwhelming, sudden, and disabling feeling of fear. (High-intensity emo004)",terror|panic|horrified|petrified,emo00j,824,TRUE,TRUE
SIGSEMO00K,EMO,Emotion / Affective State,00K,SP:EMO:00K,Loathing / Disgust,A feeling of intense dislike or revulsion.,loathing|disgusted|repulsed|abhorrence,emo00k,825,TRUE,TRUE
SIGSEMO00L,EMO,Emotion / Affective State,00L,SP:EMO:00L,Admiration / Veneration,"A feeling of deep respect, approval, or reverence for someone or something. (High-intensity emo006)",admiration|veneration|in awe of|reverence,emo00l,826,TRUE,TRUE
SIGSEMO00M,EMO,Emotion / Affective State,00M,SP:EMO:00M,Pride / Triumph,A feeling of deep pleasure or satisfaction derived from one's own achievements or qualities.,proud|triumphant|sense of accomplishment,emo00m,827,TRUE,TRUE
SIGSEMO00N,EMO,Emotion / Affective State,00N,SP:EMO:00N,Shame / Humiliation,A painful feeling of humiliation or distress caused by the consciousness of wrong or foolish behavior.,ashamed|humiliated|disgraced|mortified,emo00n,828,TRUE,TRUE
SIGSEMO00O,EMO,Emotion / Affective State,00O,SP:EMO:00O,Guilt / Remorse,"A feeling of having done wrong or failed in an obligation, accompanied by a sense of responsibility.",guilty|remorseful|regretful|culpable,emo00o,829,TRUE,TRUE
SIGSEMO00P,EMO,Emotion / Affective State,00P,SP:EMO:00P,Jealousy / Envy,"The state of feeling or showing envy of someone or their achievements and advantages, or resentment against a rival.",jealous|envious|covetous|resentful,emo00p,830,TRUE,TRUE
SIGSEMO00Q,EMO,Emotion / Affective State,00Q,SP:EMO:00Q,Gratitude / Thankfulness,The quality of being thankful; a readiness to show appreciation for and to return kindness.,grateful|thankful|appreciative|indebted,emo00q,831,TRUE,TRUE
SIGSEMO00R,EMO,Emotion / Affective State,00R,SP:EMO:00R,Vulnerability,"The state of being exposed to the possibility of being attacked or harmed, either physically or emotionally.",vulnerable|exposed|defenseless|unprotected,emo00r,832,TRUE,TRUE
SIGSEMO00S,EMO,Emotion / Affective State,00S,SP:EMO:00S,Boredom / Apathy,The state of feeling weary and restless through lack of interest.,bored|apathetic|uninterested|indifferent,emo00s,833,TRUE,TRUE
SIGSEMO00T,EMO,Emotion / Affective State,00T,SP:EMO:00T,Confusion / Bewilderment,The state of being unable to think clearly or to understand something.,confused|bewildered|baffled|perplexed,emo00t,834,TRUE,TRUE
SIGSEMO00U,EMO,Emotion / Affective State,00U,SP:EMO:00U,Hope / Optimism,A feeling of expectation and desire for a certain thing to happen; confidence in future success.,hopeful|optimistic|confident|expectant,emo00u,835,TRUE,TRUE
SIGSEMO00V,EMO,Emotion / Affective State,00V,SP:EMO:00V,Pessimism / Doubt,A tendency to see the worst aspect of things or believe that the worst will happen; a lack of hope.,pessimistic|doubtful|hopeless|cynical,emo00v,836,TRUE,TRUE
SIGSEMO00W,EMO,Emotion / Affective State,00W,SP:EMO:00W,Nostalgia,A sentimental longing or wistful affection for a period in the past.,nostalgic|reminiscent|wistful,emo00w,837,TRUE,TRUE
SIGSEMO00X,EMO,Emotion / Affective State,00X,SP:EMO:00X,Awe / Wonder,"A feeling of reverential respect mixed with fear or wonder, often in response to something vast or beautiful.",in awe|wonder|amazement|filled with wonder,emo00x,838,TRUE,TRUE
SIGSSOC001,SOC,Social / Relational Mode,001,SP:SOC:001,Support / Allyship,"To provide assistance, encouragement, or solidarity to another entity.",support|back up|ally with|stand by,soc001,839,TRUE,TRUE
SIGSSOC002,SOC,Social / Relational Mode,002,SP:SOC:002,Opposition / Challenge,"To actively resist, question, or express disapproval of another entity or their position.",oppose|challenge|object to|resist,soc002,840,TRUE,TRUE
SIGSSOC003,SOC,Social / Relational Mode,003,SP:SOC:003,Deference / Following,"To yield to another's judgment, authority, or leadership.",defer to|follow|yield to|submit to,soc003,841,TRUE,TRUE
SIGSSOC004,SOC,Social / Relational Mode,004,SP:SOC:004,Assertion / Leadership,"To take a position of guidance, authority, or control within a social dynamic.",assert|lead|guide|take charge,soc004,842,TRUE,TRUE
SIGSSOC005,SOC,Social / Relational Mode,005,SP:SOC:005,Connection / Relating,To establish a mutual bond or understanding with another entity.,connect with|relate to|bond with|resonate with,soc005,843,TRUE,TRUE
SIGSSOC006,SOC,Social / Relational Mode,006,SP:SOC:006,Collaboration / Cooperation,To work jointly with another entity toward a shared goal.,collaborate|cooperate|work together|partner with,soc006,844,TRUE,TRUE
SIGSSOC007,SOC,Social / Relational Mode,007,SP:SOC:007,Exclusion / Ostracism,To actively prevent an entity from being part of a group or activity.,exclude|ostracize|shut out|blacklist,soc007,845,TRUE,TRUE
SIGSSOC008,SOC,Social / Relational Mode,008,SP:SOC:008,Inclusion / Welcoming,To actively bring an entity into a group or make them feel part of it.,include|welcome|integrate|bring in,soc008,846,TRUE,TRUE
SIGSSOC009,SOC,Social / Relational Mode,009,SP:SOC:009,Harmonization / Mediation,To bring differing parties into agreement or resolve conflict between them.,harmonize|mediate|reconcile|find common ground,soc009,847,TRUE,TRUE
SIGSSOC00A,SOC,Social / Relational Mode,00A,SP:SOC:00A,Competition / Rivalry,To strive against another entity to achieve a goal or superiority.,compete with|rival|vie for|contend against,soc00a,848,TRUE,TRUE
SIGSSOC00B,SOC,Social / Relational Mode,00B,SP:SOC:00B,Affiliation / In-group,To formally join or identify oneself with a group or cause.,affiliate with|join|identify with|align with,soc00b,849,TRUE,TRUE
SIGSSOC00C,SOC,Social / Relational Mode,00C,SP:SOC:00C,Disaffiliation / Distancing,To formally separate or distance oneself from a group or cause.,disaffiliate from|leave|distance from|break with,soc00c,850,TRUE,TRUE
SIGSSOC00D,SOC,Social / Relational Mode,00D,SP:SOC:00D,Delegation / Entrusting,"To assign a task or responsibility to another entity, typically one in a subordinate position.",delegate to|assign|entrust with|hand off,soc00d,851,TRUE,TRUE
SIGSSOC00E,SOC,Social / Relational Mode,00E,SP:SOC:00E,Negotiation / Bargaining,To hold a discussion with another entity in order to reach a formal agreement.,negotiate with|bargain|seek compromise|haggle,soc00e,852,TRUE,TRUE
SIGSSOC00F,SOC,Social / Relational Mode,00F,SP:SOC:00F,Reciprocation / Obligation,"To respond to a positive action with another positive action, often from a sense of social obligation.",reciprocate|return the favor|repay|owe,soc00f,853,TRUE,TRUE
SIGSSOC00G,SOC,Social / Relational Mode,00G,SP:SOC:00G,Mentorship / Guidance,To advise or train a less experienced person.,mentor|guide|advise|coach,soc00g,854,TRUE,TRUE
SIGSSOC00H,SOC,Social / Relational Mode,00H,SP:SOC:00H,Protection / Guardianship,To defend or keep another entity safe from harm.,protect|defend|watch over|shield,soc00h,855,TRUE,TRUE
SIGSSOC00I,SOC,Social / Relational Mode,00I,SP:SOC:00I,Conformity,To behave in accordance with socially accepted conventions or standards.,conform to|fit in|follow the norm|assimilate,soc00i,856,TRUE,TRUE
SIGSSOC00J,SOC,Social / Relational Mode,00J,SP:SOC:00J,Dissent / Nonconformity,To express opinions that are at variance with those commonly or officially held.,dissent|break ranks|go against the grain|rebel,soc00j,857,TRUE,TRUE
SIGSSOC00K,SOC,Social / Relational Mode,00K,SP:SOC:00K,Gatekeeping,"To control access to a group, community, or area of knowledge.",gatekeep|control access|bar entry|vet,soc00k,858,TRUE,TRUE
SIGSSOC00L,SOC,Social / Relational Mode,00L,SP:SOC:00L,Representation,To act or speak officially for another person or group.,represent|speak for|act on behalf of|advocate for,soc00l,859,TRUE,TRUE
SIGSSOC00M,SOC,Social / Relational Mode,00M,SP:SOC:00M,Emulation / Imitation,"To match or surpass a person or achievement, typically by imitation.",emulate|imitate|model after|follow in the footsteps of,soc00m,860,TRUE,TRUE
SIGSSOC00N,SOC,Social / Relational Mode,00N,SP:SOC:00N,Disrespect / Undermining,To act in a way that shows a lack of respect or courtesy; to weaken or subvert.,disrespect|belittle|undermine|disparage,soc00n,861,TRUE,TRUE
SIGSSOC00O,SOC,Social / Relational Mode,00O,SP:SOC:00O,Reconciliation,The restoration of friendly relations after a conflict.,reconcile with|make amends|mend fences|bury the hatchet,soc00o,862,TRUE,TRUE
SIGSSOC00P,SOC,Social / Relational Mode,00P,SP:SOC:00P,Estrangement / Alienation,The state of no longer being on friendly terms or part of a social group.,estrange|alienate|grow apart from|disown,soc00p,863,TRUE,TRUE
SIGSSOC00Q,SOC,Social / Relational Mode,00Q,SP:SOC:00Q,Accountability,The act of taking or assigning responsibility for actions and outcomes.,hold accountable|answer to|take responsibility for,soc00q,864,TRUE,TRUE
SIGSETH001,ETH,Ethical / Moral Stance,001,SP:ETH:001,Consent,An explicit agreement or permission for something to happen or be done.,I consent|with permission|approved|opt-in,eth001,865,TRUE,TRUE
SIGSETH002,ETH,Ethical / Moral Stance,002,SP:ETH:002,Objection / Principled Dissent,To express disapproval or disagreement on ethical or moral grounds.,"I object|dissent|on principle, I disagree",eth002,866,TRUE,TRUE
SIGSETH003,ETH,Ethical / Moral Stance,003,SP:ETH:003,Boundary,The act of defining a personal or social limit that should not be crossed.,boundary|this is a limit|that's not acceptable,eth003,867,TRUE,TRUE
SIGSETH004,ETH,Ethical / Moral Stance,004,SP:ETH:004,Respectful Framing,A preface used to signal that a potentially challenging statement is intended to be respectful.,with all due respect|respectfully|meaning no offense,eth004,868,TRUE,TRUE
SIGSETH005,ETH,Ethical / Moral Stance,005,SP:ETH:005,Good Faith,"To act with sincere, honest, and fair intentions.",in good faith|sincerely|with good intent|genuinely,eth005,869,TRUE,TRUE
SIGSETH006,ETH,Ethical / Moral Stance,006,SP:ETH:006,Responsibility,The state of having a duty to deal with something or of having control over someone; moral accountability.,responsibly|ethically|accountably|taking ownership,eth006,870,TRUE,TRUE
SIGSETH007,ETH,Ethical / Moral Stance,007,SP:ETH:007,Inclusivity,The practice of providing equal access and opportunity to people who might otherwise be excluded or marginalized.,inclusive of|for everyone|accessible to all,eth007,871,TRUE,TRUE
SIGSETH008,ETH,Ethical / Moral Stance,008,SP:ETH:008,Sustainability,The act of operating in a way that avoids the long-term depletion of natural or social resources.,sustainably|ethically sourced|with future impact in mind,eth008,872,TRUE,TRUE
SIGSETH009,ETH,Ethical / Moral Stance,009,SP:ETH:009,Fairness / Justice,Impartial and just treatment or behavior without favoritism or discrimination.,fairly|justly|equitably|impartially,eth009,873,TRUE,TRUE
SIGSETH00A,ETH,Ethical / Moral Stance,00A,SP:ETH:00A,Harm Reduction,A set of practical strategies and ideas aimed at reducing negative consequences.,to reduce harm|do no harm|for safety|as a precaution,eth00a,874,TRUE,TRUE
SIGSETH00B,ETH,Ethical / Moral Stance,00B,SP:ETH:00B,Integrity,The quality of being honest and having strong moral principles.,with integrity|on principle|as a matter of principle,eth00b,875,TRUE,TRUE
SIGSETH00C,ETH,Ethical / Moral Stance,00C,SP:ETH:00C,Transparency,"The quality of being open, honest, and easy to understand in one's actions.",transparently|openly|with full disclosure,eth00c,876,TRUE,TRUE
SIGSETH00D,ETH,Ethical / Moral Stance,00D,SP:ETH:00D,Due Diligence,The reasonable steps a person should take before entering into an agreement or an action with another party.,with due diligence|thoroughly vetted|after careful consideration,eth00d,877,TRUE,TRUE
SIGSETH00E,ETH,Ethical / Moral Stance,00E,SP:ETH:00E,Conflict of Interest,"A situation in which the concerns or aims of two different parties are incompatible, raising ethical questions.",conflict of interest|vested interest|competing interests,eth00e,878,TRUE,TRUE
SIGSETH00F,ETH,Ethical / Moral Stance,00F,SP:ETH:00F,Confidentiality,A set of rules or a promise that limits access or places restrictions on certain types of information.,in confidence|confidentially|privately|off the record,eth00f,879,TRUE,TRUE
SIGSETH00G,ETH,Ethical / Moral Stance,00G,SP:ETH:00G,Plausible Deniability,The ability of people to deny knowledge of or responsibility for any damnable actions committed by others.,plausible deniability|without admitting|arms-length,eth00g,880,TRUE,TRUE
SIGSETH00H,ETH,Ethical / Moral Stance,00H,SP:ETH:00H,Unethical / Immoral,An action or state that violates accepted principles of right and wrong.,unethical|immoral|wrong|unconscionable,eth00h,881,TRUE,TRUE
SIGSETH00I,ETH,Ethical / Moral Stance,00I,SP:ETH:00I,Justified Action,An action that is considered legitimate or acceptable because it is done for a good reason.,justified|with good reason|defensible|warranted,eth00i,882,TRUE,TRUE
SIGSETH00J,ETH,Ethical / Moral Stance,00J,SP:ETH:00J,Proportionality,The principle that an action's punishment or response should be commensurate with the severity of the offense.,proportionally|in proportion to|a measured response,eth00j,883,TRUE,TRUE
SIGSETH00K,ETH,Ethical / Moral Stance,00K,SP:ETH:00K,Virtue / Moral Excellence,Behavior showing high moral standards.,virtuous|righteous|upstanding|principled,eth00k,884,TRUE,TRUE
SIGSETH00L,ETH,Ethical / Moral Stance,00L,SP:ETH:00L,Apology / Acknowledgment,A regretful acknowledgment of an offense or failure.,I apologize|my apologies|I regret|acknowledging the harm,eth00l,885,TRUE,TRUE
SIGSETH00M,ETH,Ethical / Moral Stance,00M,SP:ETH:00M,Restitution / Reparation,"The act of compensating for loss, damage, or injury; making amends.",to make restitution|reparation|making it right|to compensate,eth00m,886,TRUE,TRUE
SIGSETH00N,ETH,Ethical / Moral Stance,00N,SP:ETH:00N,Forgiveness,"A conscious, deliberate decision to release feelings of resentment or vengeance toward a person who has harmed you.",I forgive|forgiveness|to grant pardon,eth00n,887,TRUE,TRUE
SIGSETH00O,ETH,Ethical / Moral Stance,00O,SP:ETH:00O,Whistleblowing,"The act of exposing any kind of information or activity that is deemed illegal, unethical, or not correct.",to blow the whistle|reporting wrongdoing|exposing,eth00o,888,TRUE,TRUE
SIGSINT001,INT,Intent / Goal,001,SP:INT:001,Intention,Expresses a clear aim or plan to perform an action.,intend to|my intention is|aim to|going to,int001,889,TRUE,TRUE
SIGSINT002,INT,Intent / Goal,002,SP:INT:002,Planning,Indicates that an action is part of a considered plan or schedule.,plan to|planning on|scheduled to|the plan is,int002,890,TRUE,TRUE
SIGSINT003,INT,Intent / Goal,003,SP:INT:003,Commitment / Vow,Signals a firm promise or solemn pledge to perform an action.,commit to|vow to|promise to|I will,int003,891,TRUE,TRUE
SIGSINT004,INT,Intent / Goal,004,SP:INT:004,Proposal,To put forward an action or idea for consideration by others.,propose|suggest|recommend|move that,int004,892,TRUE,TRUE
SIGSINT005,INT,Intent / Goal,005,SP:INT:005,Goal / Objective,"Frames an action as the means to achieve a specific, desired outcome.",the goal is|my objective is|in order to achieve,int005,893,TRUE,TRUE
SIGSINT006,INT,Intent / Goal,006,SP:INT:006,Willingness,Expresses readiness or agreement to perform an action if needed or requested.,willing to|prepared to|ready to|happy to,int006,894,TRUE,TRUE
SIGSINT007,INT,Intent / Goal,007,SP:INT:007,Desire / Wish,"Indicates a hope or want for an action to occur, without a firm plan or commitment.",want to|wish to|would like to|hope to,int007,895,TRUE,TRUE
SIGSINT008,INT,Intent / Goal,008,SP:INT:008,Request,The act of formally or politely asking for an action to be performed.,request that|I ask that|please,int008,896,TRUE,TRUE
SIGSINT009,INT,Intent / Goal,009,SP:INT:009,Offer,To present an action for acceptance or rejection by another.,offer to|I can|shall I|let me,int009,897,TRUE,TRUE
SIGSINT00A,INT,Intent / Goal,00A,SP:INT:00A,Prioritization,The intent to treat a task or goal as more important than others.,prioritize|focus on|make a priority|put first,int00a,898,TRUE,TRUE
SIGSINT00B,INT,Intent / Goal,00B,SP:INT:00B,Deprecation,"The intent to phase out or discourage the use of something, often while providing an alternative.",deprecate|phase out|discourage use of|retire,int00b,899,TRUE,TRUE
SIGSINT00C,INT,Intent / Goal,00C,SP:INT:00C,Escalation,The intent to raise an issue or task to a higher level of authority or urgency for resolution.,escalate|raise the issue|report up|flag for review,int00c,900,TRUE,TRUE
SIGSINT00D,INT,Intent / Goal,00D,SP:INT:00D,Veto / Rejection,"The intent to formally reject or forbid an action or proposal, often from a position of authority.",veto|formally reject|block|overrule,int00d,901,TRUE,TRUE
SIGSINT00E,INT,Intent / Goal,00E,SP:INT:00E,Refusal,A stated intention to not perform a requested or expected action.,refuse to|decline to|will not|unwilling,int00e,902,TRUE,TRUE
SIGSINT00F,INT,Intent / Goal,00F,SP:INT:00F,Hesitation / Reluctance,Expresses a lack of readiness or a pause before committing to an action.,hesitate to|reluctant to|uneasy about|have reservations,int00f,903,TRUE,TRUE
SIGSINT00G,INT,Intent / Goal,00G,SP:INT:00G,Avoidance,"The intent to deliberately stay away from or prevent an action, topic, or outcome.",avoid|steer clear of|prevent|sidestep,int00g,904,TRUE,TRUE
SIGSINT00H,INT,Intent / Goal,00H,SP:INT:00H,Conditional Intent,"Expresses a readiness to act, contingent upon a specific condition being met.","willing to... if|prepared to, provided that|I will, as long as",int00h,905,TRUE,TRUE
SIGSINT00I,INT,Intent / Goal,00I,SP:INT:00I,Speculative Intent,Expresses a possible future action that is not yet planned or committed to.,might|may|could|considering,int00i,906,TRUE,TRUE
SIGSINT00J,INT,Intent / Goal,00J,SP:INT:00J,Aspiration,"Expresses a strong hope or ambition to achieve something, often a long-term goal.",aspire to|strive for|dream of|aim high,int00j,907,TRUE,TRUE
SIGSCAU001,CAU,Causality / Reason,001,SP:CAU:001,Direct Cause ('because'),Indicates the direct reason or cause for an action or state.,because|since|as|due to,cau001,908,TRUE,TRUE
SIGSCAU002,CAU,Causality / Reason,002,SP:CAU:002,Purpose ('in order to'),Specifies the intended goal or purpose of an action.,in order to|so that|for the purpose of|with the aim of,cau002,909,TRUE,TRUE
SIGSCAU003,CAU,Causality / Reason,003,SP:CAU:003,Consequence ('therefore'),Links a cause to its logical result or consequence.,therefore|as a result|consequently|hence,cau003,910,TRUE,TRUE
SIGSCAU004,CAU,Causality / Reason,004,SP:CAU:004,Explanation ('that's why'),Frames a statement as the explanation for a previously mentioned fact or situation.,that's why|which explains|the reason being,cau004,911,TRUE,TRUE
SIGSCAU005,CAU,Causality / Reason,005,SP:CAU:005,Precondition ('based on'),"Indicates that an action or conclusion is founded upon a prior event, reason, or piece of evidence.",based on|on the grounds of|stemming from,cau005,912,TRUE,TRUE
SIGSCAU006,CAU,Causality / Reason,006,SP:CAU:006,Enabling Factor ('thanks to'),Attributes an outcome to a positive contributing cause or enabling condition.,thanks to|owing to|on account of,cau006,913,TRUE,TRUE
SIGSCAU007,CAU,Causality / Reason,007,SP:CAU:007,Motivation ('driven by'),"Specifies the internal drive, desire, or motivation behind an action.",motivated by|driven by|out of a desire to,cau007,914,TRUE,TRUE
SIGSCAU008,CAU,Causality / Reason,008,SP:CAU:008,Counteracting Cause ('despite'),Indicates a factor that was present but overcome for the result to occur.,despite|in spite of|regardless of|nevertheless,cau008,915,TRUE,TRUE
SIGSCAU009,CAU,Causality / Reason,009,SP:CAU:009,Hindering Factor ('hindered by'),Specifies a cause that made an action more difficult or prevented a better outcome.,hindered by|hampered by|impeded by|but for the obstacle of,cau009,916,TRUE,TRUE
SIGSCAU00A,CAU,Causality / Reason,00A,SP:CAU:00A,Instrumental Cause ('by means of'),"Specifies the tool, method, or instrument used to achieve a result.",by means of|via|through|using,cau00a,917,TRUE,TRUE
SIGSCAU00B,CAU,Causality / Reason,00B,SP:CAU:00B,Justification ('as per'),"Cites a rule, policy, or principle as the reason for an action.",as per|in accordance with|by definition|as mandated by,cau00b,918,TRUE,TRUE
SIGSCAU00C,CAU,Causality / Reason,00C,SP:CAU:00C,Attribution ('attributed to'),Assigns the origin or cause of something to a specific source or entity.,attributed to|credited with|blamed on|ascribed to,cau00c,919,TRUE,TRUE
SIGSCAU00D,CAU,Causality / Reason,00D,SP:CAU:00D,Origin ('originating from'),Specifies the starting point or source from which something developed.,originating from|derived from|stemming from,cau00d,920,TRUE,TRUE
SIGSCAU00E,CAU,Causality / Reason,00E,SP:CAU:00E,Inferred Cause ('implies'),Suggests a likely cause based on indirect evidence; a weaker form of cau001.,implying that|suggesting|which seems to be because,cau00e,921,TRUE,TRUE
SIGSCAU00F,CAU,Causality / Reason,00F,SP:CAU:00F,Final Cause ('for the sake of'),Expresses the ultimate end or principle for which an action is done.,for the sake of|in the name of|for the good of,cau00f,922,TRUE,TRUE
SIGSMOD001,MOD,Modality / Constraint,001,SP:MOD:001,Obligation ('must'),Expresses a requirement or necessity for an action to be performed.,must|required to|have to|obligated to,mod001,923,TRUE,TRUE
SIGSMOD002,MOD,Modality / Constraint,002,SP:MOD:002,Permission ('may'),Expresses that an action is allowed or permitted.,may|permitted to|allowed to|can,mod002,924,TRUE,TRUE
SIGSMOD003,MOD,Modality / Constraint,003,SP:MOD:003,Prohibition ('must not'),Expresses that an action is forbidden or not allowed.,must not|forbidden|not permitted|prohibited,mod003,925,TRUE,TRUE
SIGSMOD004,MOD,Modality / Constraint,004,SP:MOD:004,Recommendation ('should'),"Expresses that an action is advised or recommended, but not strictly required.",should|ought to|recommended|advised to,mod004,926,TRUE,TRUE
SIGSMOD005,MOD,Modality / Constraint,005,SP:MOD:005,Possibility ('can be'),Expresses that a state or event is possible or could occur.,can be|it is possible that|potentially,mod005,927,TRUE,TRUE
SIGSMOD006,MOD,Modality / Constraint,006,SP:MOD:006,Necessity ('is necessary'),Expresses that a state or action is logically necessary or essential.,is necessary|necessarily|it is essential that,mod006,928,TRUE,TRUE
SIGSMOD007,MOD,Modality / Constraint,007,SP:MOD:007,Ability ('is able to'),Expresses the capacity or capability to perform an action.,is able to|capable of|has the ability to,mod007,929,TRUE,TRUE
SIGSMOD008,MOD,Modality / Constraint,008,SP:MOD:008,Inability ('cannot'),Expresses the lack of capacity or capability to perform an action.,cannot|unable to|incapable of,mod008,930,TRUE,TRUE
SIGSMOD009,MOD,Modality / Constraint,009,SP:MOD:009,Exemption / Non-obligation,Expresses that there is no requirement for an action to be performed; it is optional.,not required to|optional|exempt from|don't have to,mod009,931,TRUE,TRUE
SIGSMOD00A,MOD,Modality / Constraint,00A,SP:MOD:00A,Advisability ('advisable'),"A weaker form of recommendation, suggesting a prudent or wise course of action.",advisable|it would be wise to|prudent to,mod00a,932,TRUE,TRUE
SIGSMOD00B,MOD,Modality / Constraint,00B,SP:MOD:00B,Strong Recommendation ('highly advised'),A forceful recommendation that borders on an obligation due to its benefits or the risks of ignoring it.,highly recommended|strongly advised|it is best to,mod00b,933,TRUE,TRUE
SIGSMOD00C,MOD,Modality / Constraint,00C,SP:MOD:00C,Implicit Permission ('feel free to'),"An informal or implicit granting of permission, often used to encourage an action.",feel free to|don't hesitate to|go ahead and,mod00c,934,TRUE,TRUE
SIGSMOD00D,MOD,Modality / Constraint,00D,SP:MOD:00D,Inferential Necessity ('must be'),Expresses a conclusion that is necessarily true based on available evidence.,must be|it has to be|that must mean,mod00d,935,TRUE,TRUE
SIGSMOD00E,MOD,Modality / Constraint,00E,SP:MOD:00E,Speculative Possibility ('could be'),Expresses a possibility based on speculation or a lack of prohibitive evidence.,could be|might be|it's conceivable that,mod00e,936,TRUE,TRUE
SIGSMOD00F,MOD,Modality / Constraint,00F,SP:MOD:00F,Improbability ('unlikely to'),Expresses that an action or event has a low probability of occurring.,unlikely to|probably not|doubtful that it will,mod00f,937,TRUE,TRUE
SIGSMOD00G,MOD,Modality / Constraint,00G,SP:MOD:00G,Expresses that an ability is contingent on a specific condition being met.,"can... if|able to... provided that|can, as long as",Conditional Ability ('can... if'),mod00g,938,TRUE,TRUE
SIGSMOD00H,MOD,Modality / Constraint,00H,SP:MOD:00H,"Expresses a hypothetical or imagined action or outcome, often in a conditional context.",would|would be|in that case... would,Hypothetical ('would'),mod00h,939,TRUE,TRUE
SIGSMOD00I,MOD,Modality / Constraint,00I,SP:MOD:00I,Expresses a hypothetical outcome in the past that did not happen because its conditions were not met.,would have|could have|should have,Counterfactual ('would have'),mod00i,940,TRUE,TRUE
SIGSMOT033,MOT,Motion / Movement,033,SP:MOT:033,Initialize / Setup,To prepare a system or process for its first use; to set initial values.,initialize|setup|bootstrap|initiate,mot033,941,TRUE,TRUE
SIGSMOT034,MOT,Motion / Movement,034,SP:MOT:034,Finalize / Commit,To complete the last steps of a process and save the result in a permanent state.,finalize|commit|lock in|make permanent,mot034,942,TRUE,TRUE
SIGSMOT035,MOT,Motion / Movement,035,SP:MOT:035,Revert / Rollback,"To return something to a previous state, undoing changes.",revert|rollback|undo changes|restore previous version,mot035,943,TRUE,TRUE
SIGSMOT036,MOT,Motion / Movement,036,SP:MOT:036,Sync / Synchronize,To cause two or more things to exist in the same state or occur at the same time.,sync|synchronize|reconcile|match states,mot036,944,TRUE,TRUE
SIGSMOT037,MOT,Motion / Movement,037,SP:MOT:037,Iterate / Loop,"To perform an action repeatedly, often with incremental changes.",iterate|loop|repeat|for each,mot037,945,TRUE,TRUE
SIGSMOT038,MOT,Motion / Movement,038,SP:MOT:038,Resume / Continue,To begin again after a pause or interruption.,resume|continue|proceed|un-pause,mot038,946,TRUE,TRUE
SIGSASP00G,ASP,Aspect / tense,00G,SP:ASP:00G,Pending / Awaiting,"Aspect: in a state of waiting for a trigger, input, or decision before proceeding.",pending|awaiting|on hold|waiting for,asp00g,947,TRUE,TRUE
SIGSASP00H,ASP,Aspect / tense,00H,SP:ASP:00H,Blocked / Obstructed,Aspect: in a state where progress is prevented by an external dependency or obstacle.,blocked|obstructed|impeded|stuck,asp00h,948,TRUE,TRUE
SIGSASP00I,ASP,Aspect / tense,00I,SP:ASP:00I,Queued / Staged,Aspect: formally placed in a sequence or holding area to be processed in order.,queued|staged|in the queue|waiting its turn,asp00i,949,TRUE,TRUE
SIGSLOG001,LOG,Logical / Conjunction,001,SP:LOG:001,Conjunction ('and'),"Connects two elements, indicating that both are to be considered together or sequentially.",and|also|plus|as well as,log001,950,TRUE,TRUE
SIGSLOG002,LOG,Logical / Conjunction,002,SP:LOG:002,Disjunction ('or'),"Connects two elements, presenting them as alternatives.",or|either|alternatively,log002,951,TRUE,TRUE
SIGSLOG003,LOG,Logical / Conjunction,003,SP:LOG:003,Contrast ('but'),"Connects two elements, introducing a contrast, exception, or contradiction.",but|however|yet|though,log003,952,TRUE,TRUE
SIGSLOG004,LOG,Logical / Conjunction,004,SP:LOG:004,Negated Conjunction ('nor'),"Used to continue a negative statement, connecting a further negative item.",nor,log004,953,TRUE,TRUE
SIGSLOG005,LOG,Logical / Conjunction,005,SP:LOG:005,Sequential ('then'),"Connects two actions or events, indicating that the second follows the first in time or order.",then|next|afterwards|subsequently,log005,954,TRUE,TRUE
SIGSLOG006,LOG,Logical / Conjunction,006,SP:LOG:006,Inference ('so'),Connects a premise to its direct logical conclusion or result.,so|therefore|thus|hence,log006,955,TRUE,TRUE
SIGSLOG007,LOG,Logical / Conjunction,007,SP:LOG:007,Equivalence ('means'),States that two propositions are logically equivalent or have the same meaning.,means|is equivalent to|if and only if|iff,log007,956,TRUE,TRUE
SIGSLOG008,LOG,Logical / Conjunction,008,SP:LOG:008,Exclusive Disjunction ('xor'),"Connects two alternatives, indicating that one and only one is true.",xor|either/or but not both|one or the other,log008,957,TRUE,TRUE
SIGSLOG009,LOG,Logical / Conjunction,009,SP:LOG:009,Inclusive Alternative ('and/or'),"Connects two elements, explicitly allowing for one, the other, or both to be true.",and/or,log009,958,TRUE,TRUE
SIGSLOG00A,LOG,Logical / Conjunction,00A,SP:LOG:00A,Specification ('namely'),Introduces a more specific or detailed explanation of the preceding statement.,namely|specifically|that is|i.e.,log00a,959,TRUE,TRUE
SIGSLOG00B,LOG,Logical / Conjunction,00B,SP:LOG:00B,Emphasis ('in fact'),"Introduces a statement that emphasizes, confirms, or adds force to the previous one.",in fact|indeed|as a matter of fact|actually,log00b,960,TRUE,TRUE
